*,"Data were collected for the time period beginning January 2018, but exclude several months during the onset of the COVID-19 pandemic (i.e., March 2020-August 2020). In some cases, the funded state did not provide CDC enough months of data to calculate percent change. Rates are suppressed when based on <20 overdoses, thus no percent change is available; for more information, please see: Healthy People 2010 Criteria for Data Suppression",,,,,,,,,,,,,,,,,,,,,,
§,The state does not share data from syndromic surveillance systems with DOSE.,,,,,,,,,,,,,,,,,,,,,,
¶,State does not participate in OD2A DOSE ED data sharing.,,,,,,,,,,,,,,,,,,,,,,
**,"Certain comparisons include data from two syndromic surveillance systems; some differences between the systems exist, such as the percent of missing discharge diagnosis codes.",,,,,,,,,,,,,,,,,,,,,,
state,geo,stateSymbol,dataSymbol,startYear,startMonth,endYear,endMonth,allPercentageChange,opioidPercentageChange,heroinPercentageChange,stimulantPercentageChange,allIsSignificant,opioidIsSignificant,heroinIsSignificant,stimulantIsSignificant,allSignificance,opioidSignificance,heroinSignificance,stimulantSignificance,sex,ageRange,state_count,comparisonType
US,US-US,,,2018,11,2018,12,-8.75,-7.6,-8.12,0.88,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,M,all,36,3Month2MonthGenderUS
US,US-US,,*,2018,11,2018,12,-6.83,16.72,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,36,3Month2MonthGenderUS
US,US-US,,,2018,12,2019,1,0.62,-2.65,-5.25,5.41,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,36,3Month2MonthGenderUS
US,US-US,,,2018,12,2019,1,-2.84,-6.23,-8.76,-1.8,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,M,all,36,3Month2MonthGenderUS
US,US-US,,*,2018,12,2019,1,-13.8,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,36,3Month2MonthGenderUS
US,US-US,,,2019,1,2019,2,2.88,3.59,4.09,11.37,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,F,all,36,3Month2MonthGenderUS
US,US-US,,,2019,1,2019,2,5.62,10.22,8.31,7.09,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,M,all,36,3Month2MonthGenderUS
US,US-US,,*,2019,1,2019,2,31.02,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,36,3Month2MonthGenderUS
US,US-US,,,2019,2,2019,3,-0.72,3.46,2.25,7.19,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,37,3Month2MonthGenderUS
US,US-US,,,2019,2,2019,3,1.78,2.35,5.23,-0.76,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Increase,No Significant Change,M,all,37,3Month2MonthGenderUS
US,US-US,,*,2019,2,2019,3,-4.7,24.55,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,37,3Month2MonthGenderUS
US,US-US,,,2019,3,2019,4,6.26,3.85,3.91,2.92,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,F,all,37,3Month2MonthGenderUS
US,US-US,,,2019,3,2019,4,3.85,5.47,5.34,9.97,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,M,all,37,3Month2MonthGenderUS
US,US-US,,*,2019,3,2019,4,13.72,20.13,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,37,3Month2MonthGenderUS
US,US-US,,,2019,4,2019,5,3.94,7.83,10.8,5.33,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,F,all,38,3Month2MonthGenderUS
US,US-US,,,2019,4,2019,5,5.06,4.38,7.04,-0.32,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,M,all,38,3Month2MonthGenderUS
US,US-US,,*,2019,4,2019,5,-6.31,-1.71,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,38,3Month2MonthGenderUS
US,US-US,,,2019,5,2019,6,2.24,4.15,7.98,5.84,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2019,5,2019,6,5.16,7.61,5.6,11.21,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,M,all,39,3Month2MonthGenderUS
US,US-US,,*,2019,5,2019,6,-6.82,17.37,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,39,3Month2MonthGenderUS
US,US-US,,,2019,6,2019,7,-1.03,-0.53,-4.98,-9.17,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2019,6,2019,7,0.11,1.28,0.42,-2.8,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,M,all,39,3Month2MonthGenderUS
US,US-US,,*,2019,6,2019,7,1.54,-32.67,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,39,3Month2MonthGenderUS
US,US-US,,,2019,7,2019,8,1.11,2.66,3.61,6.31,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,40,3Month2MonthGenderUS
US,US-US,,,2019,7,2019,8,5.1,6.32,5.28,7.51,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,M,all,40,3Month2MonthGenderUS
US,US-US,,*,2019,7,2019,8,6.03,20,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,40,3Month2MonthGenderUS
US,US-US,,,2019,8,2019,9,-3.61,-6.38,-11.14,-6.67,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,F,all,40,3Month2MonthGenderUS
US,US-US,,,2019,8,2019,9,-6.07,-8.64,-9.76,-8.16,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,M,all,40,3Month2MonthGenderUS
US,US-US,,*,2019,8,2019,9,-0.18,-2.56,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,40,3Month2MonthGenderUS
US,US-US,,,2019,9,2019,10,1,0.53,-0.21,-3.66,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2019,9,2019,10,-0.93,0.19,-4.25,-3.93,FALSE,FALSE,TRUE,FALSE,No Significant Change,No Significant Change,Significant Decrease,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2019,9,2019,10,-7.31,6.55,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2019,10,2019,11,-3.12,-5.61,-8.72,-8.85,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2019,10,2019,11,0.34,0.61,-0.74,-5.02,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2019,10,2019,11,-15.39,-29.03,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2019,11,2019,12,-8.21,-3.71,-6.85,2.33,TRUE,FALSE,TRUE,FALSE,Significant Decrease,No Significant Change,Significant Decrease,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2019,11,2019,12,-6.2,-4.95,-6.89,-1.65,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2019,11,2019,12,24.53,68.6,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2019,12,2020,1,4.23,2.56,5.71,3.58,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2019,12,2020,1,0.3,0.01,1.04,-1.87,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2019,12,2020,1,-3.95,-16.72,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,1,2020,2,4.77,5.55,2.69,12.41,TRUE,TRUE,FALSE,TRUE,Significant Increase,Significant Increase,No Significant Change,Significant Increase,F,all,41,3Month2MonthGenderUS
US,US-US,,,2020,1,2020,2,7.99,11.77,14.22,11.95,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,1,2020,2,-17.07,-29.46,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,2,2020,3,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,3,2020,4,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,4,2020,5,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,5,2020,6,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,6,2020,7,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,F,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,7,2020,8,suppressed,suppressed,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,8,2020,9,-1.59,-4.56,-8.92,-12.39,FALSE,TRUE,TRUE,TRUE,No Significant Change,Significant Decrease,Significant Decrease,Significant Decrease,F,all,41,3Month2MonthGenderUS
US,US-US,,,2020,8,2020,9,-1.59,-3.56,-4.41,-0.35,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,8,2020,9,-21.28,-42.68,suppressed,suppressed,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Decrease,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,9,2020,10,-2.6,-7.85,-8.43,-6.55,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2020,9,2020,10,-6.3,-10.5,-14.34,-8.29,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,9,2020,10,-0.19,7.53,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,10,2020,11,-1.22,-1.65,-3.18,1.35,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2020,10,2020,11,-2.14,-1.17,-4,-6.31,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,10,2020,11,3.6,26.68,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,11,2020,12,-3.64,2.14,2.9,-5.74,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,F,all,41,3Month2MonthGenderUS
US,US-US,,,2020,11,2020,12,2.48,4.14,4.87,1.56,TRUE,TRUE,TRUE,FALSE,Significant Increase,Significant Increase,Significant Increase,No Significant Change,M,all,41,3Month2MonthGenderUS
US,US-US,,*,2020,11,2020,12,6.7,-1.51,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,41,3Month2MonthGenderUS
US,US-US,,,2020,12,2021,1,3.27,1.05,-5.31,15.09,TRUE,FALSE,FALSE,TRUE,Significant Increase,No Significant Change,No Significant Change,Significant Increase,F,all,40,3Month2MonthGenderUS
US,US-US,,,2020,12,2021,1,2.08,1.41,-1.36,12.91,TRUE,FALSE,FALSE,TRUE,Significant Increase,No Significant Change,No Significant Change,Significant Increase,M,all,40,3Month2MonthGenderUS
US,US-US,,*,2020,12,2021,1,42.52,68.88,suppressed,suppressed,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,40,3Month2MonthGenderUS
US,US-US,,,2021,1,2021,2,5.53,0.9,-4.75,5.81,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,F,all,40,3Month2MonthGenderUS
US,US-US,,,2021,1,2021,2,2.06,0.45,-1.72,2.14,TRUE,FALSE,FALSE,FALSE,Significant Increase,No Significant Change,No Significant Change,No Significant Change,M,all,40,3Month2MonthGenderUS
US,US-US,,*,2021,1,2021,2,8.75,-5.61,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,40,3Month2MonthGenderUS
US,US-US,,,2021,2,2021,3,1.1,7.23,9.7,-1.63,FALSE,TRUE,TRUE,FALSE,No Significant Change,Significant Increase,Significant Increase,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2021,2,2021,3,5.09,8.34,10.31,8.12,TRUE,TRUE,TRUE,TRUE,Significant Increase,Significant Increase,Significant Increase,Significant Increase,M,all,39,3Month2MonthGenderUS
US,US-US,,*,2021,2,2021,3,-23.35,-26.24,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,39,3Month2MonthGenderUS
US,US-US,,,2021,3,2021,4,-3.56,-4.44,-4.08,-0.38,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2021,3,2021,4,-3.25,-3.65,-7.03,-1.55,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,M,all,39,3Month2MonthGenderUS
US,US-US,,*,2021,3,2021,4,20.24,5.13,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,39,3Month2MonthGenderUS
US,US-US,,,2021,4,2021,5,-0.47,-2.64,-7.01,-7.59,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,No Significant Change,No Significant Change,F,all,38,3Month2MonthGenderUS
US,US-US,,,2021,4,2021,5,-3.78,-4.63,-3.94,-11.9,TRUE,TRUE,FALSE,TRUE,Significant Decrease,Significant Decrease,No Significant Change,Significant Decrease,M,all,38,3Month2MonthGenderUS
US,US-US,,*,2021,4,2021,5,-27.68,-29.8,suppressed,suppressed,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,38,3Month2MonthGenderUS
US,US-US,,,2021,5,2021,6,-5.44,-0.83,5.98,-1.71,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,F,all,38,3Month2MonthGenderUS
US,US-US,,,2021,5,2021,6,-1.58,1.37,0.01,-3.09,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,M,all,38,3Month2MonthGenderUS
US,US-US,,*,2021,5,2021,6,-8.19,9.18,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,38,3Month2MonthGenderUS
US,US-US,,,2021,6,2021,7,-4.23,-2.4,-4.87,-8.81,TRUE,FALSE,FALSE,FALSE,Significant Decrease,No Significant Change,No Significant Change,No Significant Change,F,all,38,3Month2MonthGenderUS
US,US-US,,,2021,6,2021,7,-3.02,-3.25,-1.3,-3.96,TRUE,TRUE,FALSE,FALSE,Significant Decrease,Significant Decrease,No Significant Change,No Significant Change,M,all,38,3Month2MonthGenderUS
US,US-US,,*,2021,6,2021,7,15.95,31.11,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,38,3Month2MonthGenderUS
US,US-US,,,2021,7,2021,8,-5.55,-9.42,-14.47,-6.95,TRUE,TRUE,TRUE,FALSE,Significant Decrease,Significant Decrease,Significant Decrease,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2021,7,2021,8,-7,-9.26,-14.4,-7.56,TRUE,TRUE,TRUE,TRUE,Significant Decrease,Significant Decrease,Significant Decrease,Significant Decrease,M,all,39,3Month2MonthGenderUS
US,US-US,,*,2021,7,2021,8,-12.1,-25.66,suppressed,suppressed,FALSE,FALSE,FALSE,FALSE,No Significant Change,No Significant Change,Data Not Available/Not Reported,Data Not Available/Not Reported,Missing,all,39,3Month2MonthGenderUS
US,US-US,,,2021,8,2021,9,4.94,3.7,3.29,-9.71,TRUE,TRUE,FALSE,FALSE,Significant Increase,Significant Increase,No Significant Change,No Significant Change,F,all,39,3Month2MonthGenderUS
US,US-US,,,2021,8,2021,9,0.4,2.81,-2.34,0.42,FALSE,TRUE,FALSE,FALSE,No Significant Change,Significant Increase,No Significant Change,No Significant Change,M,all,39,3Month2MonthGenderUS
